#JCAT	Piece	Name	LDate	GDate	ODate	Period	Perigee	PF	Apogee	AF	Inc	IF	OType	Longitude	DriftRate	TDate	TF	Flags
# Updated 2025 Aug  5 0507:15
S17706	1987-029A	Agila 1	1987 Mar 20	1987 Mar 21     	2025 Aug  4 1133:	    1441.313 	   35880.0 	 	   35897.2 	 	 14.50 	 	GEO/ID	 38.49E	 +   1.314W	1998 Jan 18	P	-
S17972	1987-040D	Blok DM No. 61L	1987 May 11	1987 May 11 2120	2025 Aug  4 1054:	    1397.830 	   34965.7 	 	   35102.7 	 	  8.30 	 	GEO/ID	115.73W	 +   9.875E	1987 May 11 1445:00	R	-
S17969	1987-040A	Gorizont	1987 May 11	1987 May 11 2140	2025 Aug  3 2331:	    1474.517 	   36405.3 	 	   36665.3 	 	 11.27 	 	GEO/ID	 29.34E	 +   9.413W	1992 Jun 25	P	-
S18316	1987-070A	Kiku 5	1987 Aug 27	1987 Aug 30 0600	2025 Aug  4 1130:	    1449.696 	   36034.4 	 	   36070.4 	 	 13.11 	 	GEO/ID	 87.73W	 +   3.393W	1997 Sep 10?	P	-
S18331	1987-073D	Blok DM No. 65L	1987 Sep  3	1987 Sep  4 0140	2025 Aug  3 2153:	    1420.323 	   35404.1 	 	   35550.5 	 	 10.10 	 	GEO/ID	 48.27E	 +   4.002E	1987 Sep  3 1926:00	R	-
S18328	1987-073A	Ekran	1987 Sep  3	1987 Sep  4 0200	2025 Aug  4 1215:	    1492.454 	   36860.3 	 	   36904.9 	 	 12.69 	 	GEO/ID	174.24W	 +  13.638W	1989 Oct  6	P	-
S18350	1987-078A	Optus A3	1987 Sep 16	1987 Sep 17 0330	2025 Aug  4 1106:	    1455.907 	   36159.8 	 	   36187.1 	 	 14.47 	 	GEO/ID	159.84W	 +   4.919W	2008 Mar 30	P	-
S18351	1987-078B	Eutelsat I F-4	1987 Sep 16	1987 Sep 17 1340	2025 Aug  4 0419:	    1459.113 	   36201.8 	 	   36270.0 	 	 14.05 	 	GEO/ID	 41.25W	 +   5.701W	2002 Dec  1	P	-
S18387	1987-084D	Blok DM-2 No. 14L	1987 Oct  1	1987 Oct  1 2330	2025 Aug  4 1307:	    1439.209 	   35720.3 	 	   35974.7 	 	 11.39 	 	GEO/ID	  9.40E	 +   0.788W	1987 Oct  1 1709:00	R	-
S18384	1987-084A	Kosmos-1888	1987 Oct  1	1987 Oct  1 2350	2025 Aug  3 1344:	    1436.182 	   35773.6 	 	   35802.9 	 	 11.25 	 	GEO/I	144.25E	 +   0.029W	1994 Sep	P	-
S18446	1987-091D	Blok DM-2 No. 28L	1987 Oct 28	1987 Oct 28 2335	2025 Aug  3 1353:	    1436.358 	   35695.9 	 	   35887.5 	 	 11.24 	 	GEO/I	164.69E	 +   0.073W	1987 Oct 28 1515:00	R	-
S18443	1987-091A	Kosmos-1894	1987 Oct 28	1987 Oct 28 2355	2025 Aug  3 0242:	    1435.742 	   35773.2 	 	   35786.1 	 	 11.21 	 	GEO/I	 26.51W	 +   0.082E	1991 Nov?	P	-
S18570	1987-095A	TV-SAT	1987 Nov 21	1987 Nov 26?    	2025 Aug  4 1215:	    1455.689 	   35898.2 	 	   36440.3 	 	 11.68 	 	GEO/ID	173.05W	 +   4.866W	1989 Feb?	P	-
S18578	1987-096D	Blok DM-2 No. 29L	1987 Nov 26	1987 Nov 26 1950	2025 Aug  3 2155:	    1431.721 	   35602.0 	 	   35799.8 	 	 11.26 	 	GEO/ID	 52.89E	 +   1.096E	1987 Nov 26 1328:00	R	-
S18575	1987-096A	Kosmos-1897	1987 Nov 26	1987 Nov 26 2010	2025 Aug  4 0954:	    1436.296 	   35751.7 	 	   35829.2 	 	 11.46 	 	GEO/I	 53.05E	 +   0.057W	1992 Oct?	P	-
S44572	1987-096G	Al'tair 12 part	1987 Nov 26	1987 Nov 26 2010	2025 Aug  3 2017:	    1432.991 	   35640.8 	 	   35810.7 	 	 11.31 	 	GEO/ID	 69.54E	 +   0.775E	1987 Nov 26 1328:00	C	-
S18584	1987-097B	Transtage D-14	1987 Nov 29	1987 Nov 29 0630	2025 Aug  4 0550:	    1422.363 	   35481.2 	 	   35553.5 	 	 11.14 	 	GEO/ID	 65.00W	 +   3.478E	1987 Nov 29 0327:20	R	-
S18583	1987-097A	DSP F13	1987 Nov 29	1987 Nov 29 0630	2025 Aug  3 1532:	    1463.562 	   36212.8 	 	   36432.1 	 	 12.34 	 	GEO/ID	152.28E	 +   6.781W	2005?	P	-
A04472	1987-097	DSP 5R Aperture Cover	1987 Nov 29	1987 Nov 30?    	1987 Dec  1	    1431.675 	   35600.0 	?	   35800.0 	?	  2.00 	?	GEO/D	-	-	1987 Nov 29 0327:20	C	-
S18634	1987-100D	Blok DM-2 No. 30L	1987 Dec 10	1987 Dec 10 1800	2025 Aug  4 1217:	    1392.649 	   34860.7 	 	   35002.9 	 	 10.23 	 	GEO/ID	166.45W	 +  11.255E	1987 Dec 10 1130:00	R	-
S18631	1987-100A	Raduga	1987 Dec 10	1987 Dec 10 1820	2025 Aug  4 1220:	    1436.095 	   35778.7 	 	   35794.4 	 	 11.76 	 	GEO/I	156.78W	 +   0.007W	1997 Sep 30	P	-
S18718	1987-109D	Blok DM-2 No. 31L	1987 Dec 27	1987 Dec 27 1750	2025 Aug  3 1353:	    1428.203 	   35350.6 	 	   35913.3 	 	 11.32 	 	GEO/ID	164.78E	 +   1.988E	1987 Dec 27 1125:00	R	-
S18715	1987-109A	Ekran-M	1987 Dec 27	1987 Dec 27 1810	2025 Aug  3 2020:	    1501.846 	   36868.3 	 	   37259.5 	 	 13.82 	 	VHEO	 83.06E	 +  15.810W	1993 Jan	P	-
S18877	1988-012A	Sakura 3A	1988 Feb 19	1988 Feb 21     	2025 Aug  4 1222:	    1467.349 	   36369.1 	 	   36423.2 	 	 15.30 	 	GEO/ID	150.67W	 +   7.695W	1996 Sep 28	P	-
S18922	1988-014A	Zhongxing 1	1988 Mar  7	1988 Mar  9 0148	2025 Aug  3 2158:	    1436.353 	   35763.8 	 	   35819.5 	 	 13.52 	 	GEO/I	 63.47E	 +   0.072W	1997 Jul	P	-
S18952	1988-018B	Telecom 1C	1988 Mar 11	1988 Mar 13?    	2025 Aug  4 0515:	    1469.994 	   36010.8 	 	   36884.1 	 	 15.20 	 	GEO/ID	152.93E	 +   8.331W	1996 Feb 13	P	-
S18951	1988-018A	Spacenet 3R	1988 Mar 11	1988 Mar 15     	2025 Aug  3 1714:	    1444.802 	   35942.7 	 	   35971.0 	 	 14.64 	 	GEO/ID	148.61E	 +   2.182W	1999 Dec	P	-
A04527	1988-018	Solar array restraint cable	1988 Mar 11	1988 Mar 16?    	1988 Mar 16	    1429.660 	   35547.0 	 	   35774.0 	 	  0.06 	 	GEO/D	-	-	1988 Mar 11 2328:00	C	-
S19020	1988-028D	Blok DM No. 54L	1988 Mar 31	1988 Mar 31 1030	2025 Aug  4 0752:	    1472.640 	   36410.9 	 	   36586.9 	 	 13.11 	 	GEO/ID	 67.55W	 +   8.965W	1988 Mar 31 0418:00	R	-
S19017	1988-028A	Gorizont	1988 Mar 31	1988 Mar 31 1050	2025 Aug  3 1842:	    1471.974 	   36332.2 	 	   36639.7 	 	 13.10 	 	GEO/ID	 97.45E	 +   8.805W	1992 Sep 14	P	-
S19076	1988-034D	Blok DM-2 No. 12L	1988 Apr 26	1988 Apr 26 1545	2025 Aug  4 0109:	    1438.382 	   35726.0 	 	   35936.6 	 	 11.70 	 	GEO/ID	 11.44E	 +   0.581W	1988 Apr 26 0315:10	R	-
S19073	1988-034A	Kosmos-1940	1988 Apr 26	1988 Apr 26 1605	2025 Aug  3 2154:	    1430.395 	   35586.1 	 	   35763.7 	 	 11.41 	 	GEO/ID	 49.44E	 +   1.432E	1988 Sep	P	-
S19094	1988-036E	Blok DM No. 66L	1988 May  6	1988 May  6 0920	2025 Aug  3 2018:	    1424.038 	   35452.5 	 	   35648.0 	 	 10.64 	 	GEO/ID	 73.29E	 +   3.050E	1988 May  6 0247:00	R	-
S19090	1988-036A	Ekran	1988 May  6	1988 May  6 0940	2025 Aug  4 1103:	    1512.930 	   37235.1 	 	   37319.7 	 	 13.76 	 	VHEO	109.71W	 +  18.339W	1990 Dec 27	P	-
S19121	1988-040A	NSS 513	1988 May 17	1988 May 19 0120	2025 Aug  4 1116:	    1460.868 	   36209.4 	 	   36330.8 	 	 14.79 	 	GEO/ID	101.10W	 +   6.128W	2003 Jul 15	P	-
S19215	1988-051A	Meteosat 3	1988 Jun 15	1988 Jun 17 0011	2025 Aug  3 2334:	    1485.341 	   36739.9 	 	   36750.2 	 	 14.59 	 	GEO/ID	 39.51E	 +  11.975W	1995 Nov 22	P	-
S43333	1988-051G	Mage 1	1988 Jun 15	1988 Jun 17 0015	2025 Aug  3 0431:	    1446.681 	   35740.5 	 	   36246.6 	 	 12.35 	 	GEO/ID	 47.55W	 +   2.648W	1988 Jun 15 1119:01	C	-
S19217	1988-051C	PAS 1	1988 Jun 15	1988 Jun 17 0100	2025 Aug  4 0340:	    1448.738 	   36029.8 	 	   36037.6 	 	 14.44 	 	GEO/ID	176.22W	 +   3.157W	2001 Jul 10?	P	-
A04552	1988-051	Solar array restraint cable	1988 Jun 15	1988 Jun 18?    	1988 Jun 18	    1441.178 	   35611.0 	 	   36161.0 	 	  0.07 	 	GEO/D	-	-	1988 Jun 15 1119:01	C	-
A04556	1988-051	Meteosat 3 MVIRI cover	1988 Jun 15	1988 Jun 29?    	1988 Jun 29	    1432.594 	   35687.0 	 	   35749.0 	 	  1.50 	 	GEO/D	-	-	1988 Jun 15 1119:01	C	-
A04557	1988-051	Meteosat 3 cooler cover	1988 Jun 15	1988 Jun 29?    	1988 Jun 29	    1432.594 	   35687.0 	 	   35749.0 	 	  1.50 	 	GEO/D	-	-	1988 Jun 15 1119:01	C	-
S19331	1988-063B	Eutelsat I F-5	1988 Jul 21	1988 Jul 23 1223	2025 Aug  4 0110:	    1466.902 	   36329.5 	 	   36445.3 	 	 14.72 	 	GEO/ID	 17.11E	 +   7.588W	2000 Jul	P	-
S19330	1988-063A	Insat 1C	1988 Jul 21	1988 Jul 24?    	2025 Aug  4 0821:	    1435.587 	   35733.0 	 	   35820.3 	 	 11.75 	 	GEO/I	 86.20E	 +   0.121E	1989 Nov 22	P	-
S19347	1988-066D	Blok DM-2 No. 33L	1988 Aug  1	1988 Aug  2 0320	2025 Aug  3 2018:	    1459.619 	   36102.6 	 	   36389.0 	 	 12.56 	 	GEO/ID	 74.05E	 +   5.825W	1988 Aug  1 2104:00	R	-
S19344	1988-066A	Kosmos-1961	1988 Aug  1	1988 Aug  2 0340	2025 Aug  3 2018:	    1435.928 	   35758.7 	 	   35807.9 	 	 11.86 	 	GEO/I	 72.81E	 +   0.035E	1993 Jun?	P	-
S19400	1988-071D	Blok DM-2 No. 15L	1988 Aug 18	1988 Aug 19 0210	2025 Aug  3 1356:	    1432.359 	   35627.1 	 	   35799.7 	 	 11.66 	 	GEO/ID	176.60E	 +   0.935E	1988 Aug 18 1952:00	R	-
S19397	1988-071A	Gorizont	1988 Aug 18	1988 Aug 19 0230	2025 Aug  4 1126:	    1440.384 	   35821.6 	 	   35919.3 	 	 11.93 	 	GEO/ID	141.86W	 +   1.082W	1992 Jan 21	P	-
S19484	1988-081B	SBS 5	1988 Sep  8	1988 Sep 11     	2025 Aug  4 1312:	    1442.995 	   35903.9 	 	   35939.1 	 	 14.53 	 	GEO/ID	 27.06E	 +   1.733W	2000 Mar 13	P	-
S19508	1988-086A	Sakura 3B	1988 Sep 16	1988 Sep 18 0054	2025 Aug  4 0252:	    1451.229 	   36070.8 	 	   36093.7 	 	 14.93 	 	GEO/ID	 12.66E	 +   3.771W	1997 Nov 10	P	-
S19550	1988-091D	IUS-7 SRM-2	1988 Sep 29	1988 Sep 30 0406	2025 Aug  4 0510:	    1433.431 	   35654.4 	 	   35814.4 	 	 12.59 	 	GEO/ID	138.56E	 +   0.664E	1988 Sep 29 1537:00	C	-
S19548	1988-091B	TDRS 3	1988 Sep 29	1988 Sep 30 0430	2025 Aug  4 0600:	    1436.170 	   35641.2 	 	   35934.9 	 	 12.84 	 	GEO/I	 48.97W	 +   0.026W	*	P	-
S19777	1988-095F	Blok DM-2 No. 40L	1988 Oct 20	1988 Oct 20 2100	2025 Aug  4 1121:	    1470.331 	   36385.7 	 	   36522.4 	 	 13.07 	 	GEO/ID	 94.21W	 +   8.412W	1988 Oct 20 1543:00	R	-
S19596	1988-095A	Raduga	1988 Oct 20	1988 Oct 20 2120	2025 Aug  4 0510:	    1436.094 	   35756.7 	 	   35816.4 	 	 11.94 	 	GEO/I	135.30E	 +   0.006W	1998 Jun?	P	-
S19621	1988-098A	TDF 1	1988 Oct 28	1988 Oct 31?    	2025 Aug  4 0336:	    1451.647 	   36047.7 	 	   36133.1 	 	 14.82 	 	GEO/ID	169.31E	 +   3.874W	1996 Oct  4	P	-
S19686	1988-108D	Blok DM-2 No. 19L	1988 Dec 10	1988 Dec 10 1820	2025 Aug  4 1103:	    1418.450 	   35372.6 	 	   35508.3 	 	 11.58 	 	GEO/ID	109.19W	 +   4.484E	1988 Dec 10 1154:00	R	-
S19683	1988-108A	Ekran-M	1988 Dec 10	1988 Dec 10 1840	2025 Aug  4 0110:	    1489.872 	   36707.5 	 	   36957.9 	 	 13.90 	 	GEO/ID	 15.96E	 +  13.036W	1997 May?	P	-
S19687	1988-109A	Skynet 4B	1988 Dec 11	1988 Dec 12 2100	2025 Aug  3 0448:	    1444.657 	   35936.1 	 	   35971.8 	 	 13.40 	 	GEO/ID	147.61E	 +   2.146W	1998 Jun	P	-
S19688	1988-109B	Astra 1A	1988 Dec 11	1988 Dec 15 1300	2025 Aug  4 0428:	    1464.295 	   36259.1 	 	   36414.4 	 	 14.63 	 	GEO/ID	  8.80W	 +   6.958W	2004 Dec  7	P	-
S19710	1988-111A	Zhongxing 2	1988 Dec 22	1988 Dec 23?    	2025 Aug  3 1846:	    1436.213 	   35761.1 	 	   35816.6 	 	 14.22 	 	GEO/I	111.66E	 +   0.036W	1998 Dec?	P	-
S19776	1989-004F	Blok DM-2 No. 20L	1989 Jan 26	1989 Jan 26 1540	2025 Aug  3 1356:	    1469.456 	   36337.6 	 	   36536.5 	 	 13.15 	 	GEO/ID	174.71E	 +   8.202W	1989 Jan 26 0916:00	R	-
S19765	1989-004A	Gorizont	1989 Jan 26	1989 Jan 26 1600	2025 Aug  3 1355:	    1453.523 	   36035.5 	 	   36218.5 	 	 12.62 	 	GEO/ID	173.96E	 +   4.335W	1997 Feb  8	P	-
S19772	1989-006A	Columbia 515	1989 Jan 27	1989 Jan 29     	2025 Aug  4 0423:	    1452.999 	   36017.0 	 	   36216.6 	 	 14.94 	 	GEO/ID	 26.19W	 +   4.206W	2002 Nov  6	P	-
S19876	1989-020B	Meteosat 4	1989 Mar  6	1989 Mar  8 1322	2025 Aug  3 1534:	    1482.844 	   36596.2 	 	   36797.2 	 	 15.05 	 	GEO/ID	159.74E	 +  11.387W	1995 Nov  8	P	-
S20800	1989-020E	Mage 1	1989 Mar  6	1989 Mar  8 1335	2025 Aug  4 1121:	    1433.300 	   35183.7 	 	   36280.0 	 	 11.37 	 	GEO/ID	 94.43W	 +   0.697E	1989 Mar  6 2329:00	C	-
S19874	1989-020A	JCSAT 1	1989 Mar  6	1989 Mar  9?    	2025 Aug  4 1223:	    1446.733 	   35971.6 	 	   36017.5 	 	 14.88 	 	GEO/ID	146.94W	 +   2.661W	1998 Aug 17	P	-
S19913	1989-021D	IUS-9 SRM-2	1989 Mar 13	1989 Mar 14 0324	2025 Aug  4 1214:	    1431.401 	   35588.1 	 	   35801.1 	 	  9.22 	 	GEO/ID	177.79W	 +   1.177E	1989 Mar 13 1457:00	C	-
S19883	1989-021B	TDRS 4	1989 Mar 13	1989 Mar 14 0330	2025 Aug  4 0335:	    1462.157 	   36233.3 	 	   36357.1 	 	 12.84 	 	GEO/ID	165.50E	 +   6.441W	2011 Dec  9	P	-
S19919	1989-027A	Tele-X	1989 Apr  2	1989 Apr  7 1230	2025 Aug  3 2200:	    1452.052 	   36059.6 	 	   36137.1 	 	 14.95 	 	GEO/ID	 69.75E	 +   3.974W	1998 Jan 13	P	-
S19931	1989-030D	Blok DM-2 No. 22L	1989 Apr 14	1989 Apr 14 1030	2025 Aug  4 0801:	    1470.534 	   36377.4 	 	   36538.6 	 	 13.26 	 	GEO/ID	 61.57W	 +   8.461W	1989 Apr 14 0408:00	R	-
S19928	1989-030A	Raduga	1989 Apr 14	1989 Apr 14 1050	2025 Aug  4 0820:	    1434.791 	   35669.7 	 	   35852.4 	 	 12.17 	 	GEO/ID	 83.81E	 +   0.321E	1996 Apr	P	-
A04664	1989-020	Meteosat 4 MVIRI cover	1989 Mar  6	1989 Apr 19?    	1989 Apr 19	    1435.913 	   35773.0 	 	   35793.0 	 	  1.08 	 	GEO/S	-	-	1989 Mar  6 2329:00	C	-
A04665	1989-020	Meteosat 4 cooler cover	1989 Mar  6	1989 Apr 19?    	1989 Apr 19	    1435.913 	   35773.0 	 	   35793.0 	 	  1.08 	 	GEO/S	-	-	1989 Mar  6 2329:00	C	-
S19983	1989-035C	Transtage D-16	1989 May 10	1989 May 11 0200	2025 Aug  4 0939:	    1448.324 	   31577.4 	 	   40473.7 	 	  8.08 	 	GEO/NS	 93.04W	 +   3.055W	1989 May 10 1947:01	R	-
S19976	1989-035A	USA 37	1989 May 10	1989 May 11 0230	2022 Aug 23 2014:	    1436.122 	   31806.3 	 	   39767.9 	 	  7.80 	 	GEO/T	 90.70E	 +   0.014W	*	P	-
S20040	1989-041A	Superbird A	1989 Jun  5	1989 Jun  9?    	2025 Aug  3 2017:	    1443.723 	   35912.8 	 	   35958.7 	 	 12.54 	 	GEO/ID	 71.34E	 +   1.914W	1991 Feb	P	-
S20041	1989-041B	Kopernikus	1989 Jun  5	1989 Jun 10?    	2025 Aug  3 1845:	    1430.485 	   35626.9 	 	   35726.5 	 	 14.14 	 	GEO/ID	107.41E	 +   1.409E	1996 Jan	P	-
S20069	1989-046D	IUS-8 SRM-2	1989 Jun 14	1989 Jun 14 2000	2025 Aug  2 1934:	    1421.453 	   35320.3 	 	   35678.6 	 	 12.44 	 	GEO/ID	 95.25E	 +   3.712E	1989 Jun 14 1318:01	R	-
S20066	1989-046A	DSP F14	1989 Jun 14	1989 Jun 14 2030	2025 Aug  4 1059:	    1457.222 	   36185.7 	 	   36212.5 	 	 13.14 	 	GEO/ID	112.54W	 +   5.240W	2011 Jul	P	-
S20319	1989-046E	DSP 14 Aperture Cover	1989 Jun 14	1989 Jun 15?    	1989 Nov 30	    1421.022 	   35115.0 	 	   35867.0 	 	  2.80 	 	GEO/D	-	-	1989 Jun 14 1318:01	C	-
S20086	1989-048D	Blok DM-2 No. 16L	1989 Jun 21	1989 Jun 22 0600	2025 Aug  4 0955:	    1471.049 	   36373.2 	 	   36562.8 	 	 13.44 	 	GEO/ID	 55.62E	 +   8.584W	1989 Jun 21 2335:00	R	-
S20083	1989-048A	Raduga-1	1989 Jun 21	1989 Jun 22 0620	2025 Aug  3 1529:	    1458.805 	   36144.8 	 	   36315.0 	 	 13.06 	 	GEO/ID	141.25E	 +   5.626W	1996 Dec 21	P	-
S20110	1989-052D	Blok DM-2 No. 25L	1989 Jul  5	1989 Jul  6 0510	2025 Aug  4 0418:	    1397.255 	   34885.8 	 	   35159.8 	 	 11.05 	 	GEO/ID	 44.46W	 +  10.028E	1989 Jul  5 2245:00	R	-
S20107	1989-052A	Gorizont	1989 Jul  5	1989 Jul  6 0530	2025 Aug  3 2154:	    1448.711 	   35884.7 	 	   36181.6 	 	 12.73 	 	GEO/ID	 49.74E	 +   3.150W	1996 Oct	P	-
S20122	1989-053A	Olympus	1989 Jul 12	1989 Jul 13 1300	2025 Aug  4 1132:	    1420.550 	   35442.4 	 	   35521.1 	 	 12.58 	 	GEO/ID	 34.16E	 +   3.943E	1993 Aug 23	P	-
S20168	1989-062A	TV-SAT 2	1989 Aug  8	1989 Aug 14 1206	2025 Aug  3 0414:	    1442.077 	   35864.0 	 	   35943.2 	 	 14.70 	 	GEO/ID	 24.74W	 +   1.504W	1999 Sep 12	P	-
S19483	1988-081A	Gstar 3	1988 Sep  8	1989 Aug 23?    	2025 Aug  4 1108:	    1436.089 	   35751.5 	 	   35821.4 	 	 11.63 	 	GEO/I	105.75W	 +   0.005W	1999?	P	-
S20193	1989-067A	Sirius W	1989 Aug 27	1989 Aug 29 1352	2025 Aug  4 0600:	    1451.802 	   36073.7 	 	   36113.1 	 	 14.77 	 	GEO/ID	 47.95W	 +   3.912W	2003 May 18	P	-
S20202	1989-069A	DSCS II F-15	1989 Sep  4	1989 Sep  4 1230	2025 Aug  4 0808:	    1460.273 	   36182.4 	 	   36334.6 	 	 13.22 	 	GEO/ID	 57.94W	 +   5.983W	1999?	P	-
S20203	1989-069B	DSCS III A-2	1989 Sep  4	1989 Sep  4 1230	2025 Aug  4 1130:	    1452.799 	   36074.1 	 	   36151.6 	 	 14.60 	 	GEO/ID	138.05W	 +   4.157W	2005 Jun 10	P	-
S20205	1989-069D	Transtage D-2	1989 Sep  4	1989 Sep  4 1230	2025 Aug  4 0829:	    1422.254 	   35225.7 	 	   35804.7 	 	 11.47 	 	GEO/ID	110.76W	 +   3.506E	1989 Sep  4 0554:01	R	-
S20217	1989-070A	Himawari 4	1989 Sep  5	1989 Sep  6 1100	2025 Aug  3 1538:	    1478.243 	   36403.9 	 	   36811.2 	 	 14.95 	 	GEO/ID	172.07E	 +  10.299W	2000 Mar 31?	P	-
S20317	1989-070C	Star 27	1989 Sep  5	1989 Sep  6     	2025 Aug  4 1222:	    1458.038 	   35200.4 	 	   37229.6 	 	 12.89 	 	GEO/ID	148.96W	 +   5.439W	1989 Sep  5 1911:00	C	-
A04734	1989-070	GMS 4 VISSR Cover	1989 Sep  5	1989 Sep 22?    	1989 Sep 22	    1436.118 	   35719.0 	 	   35855.0 	 	  1.70 	 	GEO/S	-	-	1989 Sep  5 1911:00	C	-
S20253	1989-077A	FLTSATCOM F8	1989 Sep 25	1989 Sep 26     	2025 Aug  4 1452:	    1436.002 	   35771.8 	 	   35797.7 	 	 12.51 	 	GEO/I	126.37E	 +   0.017E	*	P	-
S20266	1989-081D	Blok DM-2 No. 27L	1989 Sep 28	1989 Sep 28 2320	2025 Aug  3 1354:	    1431.463 	   35581.0 	 	   35810.7 	 	 12.23 	 	GEO/ID	167.07E	 +   1.161E	1989 Sep 28 1705:00	R	-
S20263	1989-081A	Gorizont	1989 Sep 28	1989 Sep 28 2340	2025 Aug  3 1844:	    1435.380 	   35749.4 	 	   35795.7 	 	 12.43 	 	GEO/ID	105.33E	 +   0.173E	1998 May  5	P	-
S20315	1989-087A	INTELSAT 602	1989 Oct 27	1989 Oct 31     	2025 Aug  4 0826:	    1454.466 	   36116.4 	 	   36174.4 	 	 14.14 	 	GEO/ID	103.77E	 +   4.566W	2012 Aug  1	P	-
S20355	1989-090B	USA 48	1989 Nov 23	1989 Nov 23 1700	2025 Aug  4 1059:	    1429.367 	   34427.9 	 	   36881.6 	 	 17.12 	 	GEO/ID	111.62W	 +   1.692E	2014 Feb 27	P	-
S20357	1989-090D	IUS-5 SRM-2	1989 Nov 23	1989 Nov 23 1700	2025 Aug  3 2003:	    1446.989 	   34582.4 	 	   37416.7 	 	 17.48 	 	GEO/ID	 92.07E	 +   2.724W	1989 Nov 23 0023:30	C	-
S20370	1989-098D	Blok DM-2 No. 23L	1989 Dec 15	1989 Dec 15 1750	2025 Aug  4 0158:	    1471.561 	   36393.1 	 	   36562.8 	 	 13.93 	 	GEO/ID	176.34W	 +   8.707W	1989 Dec 15 1130:00	R	-
S20367	1989-098A	Raduga	1989 Dec 15	1989 Dec 15 1810	2025 Aug  3 2154:	    1435.525 	   35763.0 	 	   35787.8 	 	 12.85 	 	GEO/I	 50.78E	 +   0.137E	1994 Feb?	P	-
S20394	1989-101D	Blok DM-2 No. 34L	1989 Dec 27	1989 Dec 27 1730	2025 Aug  3 2157:	    1465.702 	   36312.8 	 	   36415.4 	 	 13.54 	 	GEO/ID	 62.39E	 +   7.299W	1989 Dec 27 1110:00	R	-
S20391	1989-101A	Kosmos-2054	1989 Dec 27	1989 Dec 27 1750	2025 Aug  4 1058:	    1437.693 	   35799.7 	 	   35836.0 	 	 12.57 	 	GEO/ID	114.53W	 +   0.408W	1997 Mar	P	-
S21648	1989-101G	Al'tair 14 part	1989 Dec 27	1989 Dec 27?    	2025 Aug  3 1844:	    1471.643 	   36377.2 	 	   36581.9 	 	 13.71 	 	GEO/ID	104.02E	 +   8.726W	1989 Dec 27 1110:00	C	-
S20401	1990-001A	Skynet 4A	1990 Jan  1	1990 Jan  3 0200	2025 Aug  4 1135:	    1454.589 	   36095.9 	 	   36199.7 	 	 12.61 	 	GEO/ID	 46.30E	 +   4.596W	2005 Jun 29	P	-
S20402	1990-001B	JCSAT 2	1990 Jan  1	1990 Jan  4?    	2025 Aug  4 0256:	    1461.355 	   36040.2 	 	   36518.9 	 	 15.72 	 	GEO/ID	 29.11E	 +   6.246W	2002 Aug	P	-
S20410	1990-002B	Leasat 5	1990 Jan  9	1990 Jan 14     	2025 Aug  4 1130:	    1445.910 	   35962.9 	 	   35994.1 	 	 11.16 	 	GEO/ID	 88.99W	 +   2.457W	2015 Sep 30	P	-
S20473	1990-011A	Zhongxing 3	1990 Feb  4	1990 Feb  6 0230	2025 Aug  3 2338:	    1435.822 	   35760.0 	 	   35802.5 	 	 14.31 	 	GEO/I	 52.95E	 +   0.062E	1998 Jul	P	-
S20502	1990-016D	Blok DM-2 No. 41L	1990 Feb 15	1990 Feb 15 1420	2025 Aug  4 0333:	    1439.405 	   35675.2 	 	   36027.4 	 	 12.79 	 	GEO/ID	155.89E	 +   0.837W	1990 Feb 15 0752:00	R	-
S20499	1990-016A	Raduga	1990 Feb 15	1990 Feb 15 1440	2025 Aug  4 0422:	    1435.989 	   35759.6 	 	   35809.4 	 	 12.65 	 	GEO/I	 31.24W	 +   0.020E	1997 Dec	P	-
S20558	1990-030A	Asiasat 1	1990 Apr  7	1990 Apr  9 0343	2025 Aug  4 0602:	    1450.954 	   36071.9 	 	   36081.9 	 	 14.88 	 	GEO/ID	 39.97W	 +   3.704W	2003 Feb 27	P	-
S20570	1990-034A	NewSat-1	1990 Apr 13	1990 Apr 16 0120	2025 Aug  4 0517:	    1446.734 	   35944.3 	 	   36044.8 	 	 14.64 	 	GEO/ID	160.86E	 +   2.661W	2005 Jun 18	P	-
S20643	1990-051A	Insat 1D	1990 Jun 12	1990 Jun 14?    	2025 Aug  4 0959:	    1435.943 	   35705.9 	 	   35861.3 	 	 14.65 	 	GEO/I	 70.10E	 +   0.031E	2002 May?	P	-
S20662	1990-054D	Blok DM No. 67L	1990 Jun 20	1990 Jun 21 0600	2025 Aug  3 2145:	    1432.564 	   35658.9 	 	   35775.9 	 	 12.84 	 	GEO/ID	 58.73E	 +   0.883E	1990 Jun 20 2336:00	R	-
S20659	1990-054A	Gorizont	1990 Jun 20	1990 Jun 21 0620	2025 Aug  3 2157:	    1436.603 	   35767.1 	 	   35825.9 	 	 12.99 	 	GEO/ID	 59.95E	 +   0.134W	1999 Feb?	P	-
S20667	1990-056A	INTELSAT 604	1990 Jun 23	1990 Jun 28 1600	2025 Aug  4 1135:	    1462.917 	   36295.2 	 	   36324.7 	 	 14.40 	 	GEO/ID	135.75W	 +   6.625W	2006 Apr  6	P	-
